service,category,ports,iana_descriptions,nmap_descriptions,iana_references,rationale,additional_source,evidence_basis,cisco_category,cisco_subcategory,cisco_source
smsd,chat,596/tcp; 596/udp,SMSD,,,Documented purpose: SMS,,registry description / named protocol interpretation,other,other,https://www.cisco.com/c/en/us/td/docs/ios-xml/ios/qos_nbar/prot_lib/protocol-reference/nbar-protocol-reference/s.html
smsp,management,413/tcp; 413/udp,Storage Management Services Protocol,Storage Management Services Protocol,,"Configuration, administration, or management endpoint.",,registry description / named protocol interpretation,net-admin,network-management,https://www.cisco.com/c/en/us/td/docs/ios-xml/ios/qos_nbar/prot_lib/protocol-reference/nbar-protocol-reference/s.html
smsqp,chat,11201/tcp; 11201/udp,smsqp,,,Documented purpose: sms,,registry description / named protocol interpretation,,,
smtp,email,25/tcp; 25/udp,Simple Mail Transfer,Simple Mail Transfer,[RFC-ietf-emailcore-rfc5321bis-43],Documented purpose: smtp,,registry description / named protocol interpretation,email,enterprise-transactional-apps,https://www.cisco.com/c/en/us/td/docs/ios-xml/ios/qos_nbar/prot_lib/protocol-reference/nbar-protocol-reference/s.html
smtps,email,465/tcp; 465/udp,,smtp protocol over TLS/SSL (was ssmtp) | submissions | igmpv3lite | urd | smtp protocol over TLS/SSL (was ssmtp) | URL Rendesvous Directory for SSM | IGMP over UDP for SSM | URL Rendezvous Directory for SSM | Message Submission over TLS protocol,,SMTP over TLS; unrelated IANA port occupants do not change the named service purpose.,,registry description / named protocol interpretation,,,
smux,management,199/tcp; 199/udp,SMUX,SNMP Unix Multiplexer,,Documented purpose: smux,,registry description / named protocol interpretation,other,other,https://www.cisco.com/c/en/us/td/docs/ios-xml/ios/qos_nbar/prot_lib/protocol-reference/nbar-protocol-reference/s.html
smwan,other,3979/tcp; 3979/udp,Smith Micro Wide Area Network Service,Smith Micro Wide Area Network Service,,"The registry entry was reviewed, but does not establish a core service category with sufficient specificity.",,fallback; see rationale,,,
sna-cs,network,1553/tcp; 1553/udp,sna-cs,,,"Network/telecom addressing, routing, forwarding, encapsulation, synchronization, or control signaling.",,registry description / named protocol interpretation,,,
snac,other,3536/tcp; 3536/udp,SNAC,,,"The registry entry was reviewed, but does not establish a core service category with sufficient specificity.",,fallback; see rationale,,,
snagas,network,108/tcp; 108/udp,SNA Gateway Access Server,SNA Gateway Access Server,,"Network/telecom addressing, routing, forwarding, encapsulation, synchronization, or control signaling.",,registry description / named protocol interpretation,other,other,https://www.cisco.com/c/en/us/td/docs/ios-xml/ios/qos_nbar/prot_lib/protocol-reference/nbar-protocol-reference/s.html
snap,media,4752/tcp; 4752/udp,Simple Network Audio Protocol,Simple Network Audio Protocol,,Documented purpose: Audio,,registry description / named protocol interpretation,,,
snapd,discovery,2599/tcp; 2599/udp,Snap Discovery,Snap Discovery,,Documented purpose: Discovery,,registry description / named protocol interpretation,,,
snapenetio,industrial,22000/tcp; 22000/udp,SNAPenetIO,,,"Physical device/process automation, industrial control, metering, building control, robotics, or industrial telemetry.",,registry description / named protocol interpretation,,,
snapp,other,2333/tcp; 2333/udp,SNAPP,,,"The registry entry was reviewed, but does not establish a core service category with sufficient specificity.",,fallback; see rationale,,,
snare,management,509/tcp; 509/udp,snare,,,"Administration, deployment, diagnostics, monitoring, logging, or operational status.",,registry description / named protocol interpretation,net-admin,network-management,https://www.cisco.com/c/en/us/td/docs/ios-xml/ios/qos_nbar/prot_lib/protocol-reference/nbar-protocol-reference/s.html
snaresecure,management,1684/tcp; 1684/udp,SnareSecure,,,"Administration, deployment, diagnostics, monitoring, logging, or operational status.",,registry description / named protocol interpretation,,,
sncp,management,7560/tcp; 7560/udp,Sniffer Command Protocol,Sniffer Command Protocol,,"Administration, deployment, diagnostics, monitoring, logging, or operational status.",,registry description / named protocol interpretation,,,
snet-sensor-mgmt,other,10000/tcp,,ndmp | SecureNet Pro Sensor https management server or apple airport admin | Network Data Management Protocol,,The available evidence is terse or combines unrelated purposes; no specific category can be supported confidently.,,fallback; see rationale,,,
snews,chat,563/tcp; 563/udp,,nntps | nntp protocol over TLS/SSL (was snntp),,Documented purpose: nntp,,registry description / named protocol interpretation,,,
snif,vpn,7123/tcp,SNIF End-to-End TLS Relay Control Connection | SNIF End-to-End TLS Relay over QUIC,End-to-end TLS Relay Control Connection,"[draft-zubov-snif-05, Section 4.3] | [draft-zubov-snif-05, Section 4.4]","Explicit tunneling, connection relay, or proxy purpose; not inferred from encryption alone.",,registry description / named protocol interpretation,,,
snifferclient,management,2452/tcp; 2452/udp,SnifferClient,,,"Administration, deployment, diagnostics, monitoring, logging, or operational status.",,registry description / named protocol interpretation,,,
snifferdata,management,2892/tcp; 2892/udp,SNIFFERDATA,,,"Administration, deployment, diagnostics, monitoring, logging, or operational status.",,registry description / named protocol interpretation,,,
snifferserver,management,2533/tcp; 2533/udp,SnifferServer,,,"Administration, deployment, diagnostics, monitoring, logging, or operational status.",,registry description / named protocol interpretation,,,
snip,other,33656/tcp; 33656/udp,,snip-slave | SNIP Slave,,"The registry entry was reviewed, but does not establish a core service category with sufficient specificity.",,fallback; see rationale,,,
snmp,management,161/tcp; 161/udp,SNMP,Simple Net Mgmt Proto,,Documented purpose: SNMP,,registry description / named protocol interpretation,net-admin,network-management,https://www.cisco.com/c/en/us/td/docs/ios-xml/ios/qos_nbar/prot_lib/protocol-reference/nbar-protocol-reference/s.html
snmp-tcp-port,management,1993/tcp; 1993/udp,cisco SNMP TCP port,cisco SNMP TCP port,,Documented purpose: SNMP,,registry description / named protocol interpretation,,,
snmpdtls,management,10161/udp,SNMP-DTLS,SNMP-DTLS,[RFC6353],Documented purpose: SNMP,,registry description / named protocol interpretation,,,
snmpdtls-trap,management,10162/udp,SNMP-Trap-DTLS,SNMP-Trap-DTLS,[RFC6353],Documented purpose: SNMP,,registry description / named protocol interpretation,,,
snmpssh,management,5161/tcp,SNMP over SSH Transport Model,SNMP over SSH Transport Model,[RFC5592],"The named endpoint administers, configures, monitors, or licenses another service; classify the endpoint role.",,registry description / named protocol interpretation,,,
snmpssh-trap,management,5162/tcp,SNMP Notification over SSH Transport Model,SNMP Notification over SSH Transport Model,[RFC5592],"The named endpoint administers, configures, monitors, or licenses another service; classify the endpoint role.",,registry description / named protocol interpretation,,,
snmptls,management,10161/tcp,SNMP-TLS,snmpdtls | SNMP-TLS | SNMP-DTLS,[RFC6353],Documented purpose: SNMP,,registry description / named protocol interpretation,,,
snmptls-trap,management,10162/tcp,SNMP-Trap-TLS,snmpdtls-trap | SNMP-Trap-TLS | SNMP-Trap-DTLS,[RFC6353],Documented purpose: SNMP,,registry description / named protocol interpretation,,,
snmptrap,management,162/tcp; 162/udp,SNMPTRAP,snmp-trap,,Documented purpose: snmptrap,,registry description / named protocol interpretation,,,
snpp,chat,444/tcp; 444/udp,Simple Network Paging Protocol,Simple Network Paging Protocol,[RFC1568],"Human messaging, discussion/news, SMS/paging, or chat session communication.",,registry description / named protocol interpretation,net-admin,control-and-signaling,https://www.cisco.com/c/en/us/td/docs/ios-xml/ios/qos_nbar/prot_lib/protocol-reference/nbar-protocol-reference/s.html
sns-admin,management,2658/tcp; 2658/udp,SNS Admin,SNS Admin,,Documented purpose: Admin,,registry description / named protocol interpretation,,,
sns-agent,other,5417/tcp; 5417/udp,SNS Agent,SNS Agent,,"The registry entry was reviewed, but does not establish a core service category with sufficient specificity.",,fallback; see rationale,,,
sns-channels,other,3380/tcp; 3380/udp,SNS Channels,SNS Channels,,"The registry entry was reviewed, but does not establish a core service category with sufficient specificity.",,fallback; see rationale,,,
sns-dispatcher,other,2657/tcp; 2657/udp,SNS Dispatcher,SNS Dispatcher,,"The registry entry was reviewed, but does not establish a core service category with sufficient specificity.",,fallback; see rationale,,,
sns-gateway,other,5416/tcp; 5416/udp,SNS Gateway,SNS Gateway,,"The registry entry was reviewed, but does not establish a core service category with sufficient specificity.",,fallback; see rationale,,,
sns-protocol,other,2409/tcp; 2409/udp,SNS Protocol,SNS Protocol,,"The registry entry was reviewed, but does not establish a core service category with sufficient specificity.",,fallback; see rationale,,,
sns-query,other,2659/tcp; 2659/udp,SNS Query,SNS Query,,"The registry entry was reviewed, but does not establish a core service category with sufficient specificity.",,fallback; see rationale,,,
sns-quote,other,1967/tcp; 1967/udp,SNS Quote,SNS Quote,,"The registry entry was reviewed, but does not establish a core service category with sufficient specificity.",,fallback; see rationale,,,
sns_credit,other,1076/tcp,,dab-sti-c | Shared Network Services (SNS) for Canadian credit card authorizations | DAB STI-C,,"The registry entry was reviewed, but does not establish a core service category with sufficient specificity.",,fallback; see rationale,,,
snss,discovery,11171/tcp; 11171/udp,Surgical Notes Security Service Discovery (SNSS),Surgical Notes Security Service Discovery (SNSS),,Documented purpose: Discovery,,registry description / named protocol interpretation,,,
sntlkeyssrvr,other,9450/tcp; 9450/udp,Sentinel Keys Server,Sentinel Keys Server,,"The registry entry was reviewed, but does not establish a core service category with sufficient specificity.",,fallback; see rationale,,,
sntp-heartbeat,management,580/tcp; 580/udp,SNTP HEARTBEAT,SNTP HEARTBEAT,,Multicast connectivity heartbeat; its purpose is monitoring. Corroborated against Cisco protocol reference.,https://www.cisco.com/c/en/us/td/docs/ios-xml/ios/qos_nbar/prot_lib/protocol-reference/nbar-protocol-reference/s.html,Cisco protocol-reference corroboration,net-admin,network-management,https://www.cisco.com/c/en/us/td/docs/ios-xml/ios/qos_nbar/prot_lib/protocol-reference/nbar-protocol-reference/s.html
soagateway,middleware,5250/tcp; 5250/udp,soaGateway,,,"General application messaging, distributed objects, RPC, transaction coordination, or middleware services.",,registry description / named protocol interpretation,,,
soap-beep,middleware,605/tcp; 605/udp,SOAP over BEEP,SOAP over BEEP,[RFC4227],Documented purpose: SOAP,,registry description / named protocol interpretation,,,
